id,slug,title,cruiseLineName,shipName,destination,departurePortName,arrivalPortName,durationNights,fromPriceUSD,ratingOverall,reviewCount
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-10-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-10-night-7n-western-caribbean-cruise","10-Night Western Caribbean Fun & Sun","Royal Caribbean International","Odyssey of the Seas","Caribbean","PortMiami","PortMiami",10,2218,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-12-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-12-night-7n-western-caribbean-cruise","12-Night Western Caribbean Fun & Sun","Royal Caribbean International","Odyssey of the Seas","Caribbean","PortMiami","PortMiami",12,2653,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-14-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-14-night-7n-western-caribbean-cruise","14-Night Western Caribbean Fun & Sun","Royal Caribbean International","Odyssey of the Seas","Caribbean","PortMiami","PortMiami",14,3087,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-21-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-21-night-7n-western-caribbean-cruise","21-Night Western Caribbean Fun & Sun","Royal Caribbean International","Odyssey of the Seas","Caribbean","PortMiami","PortMiami",21,4605,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-30-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-30-night-7n-western-caribbean-cruise","30-Night Western Caribbean Fun & Sun","Royal Caribbean International","Odyssey of the Seas","Caribbean","PortMiami","PortMiami",30,6557,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-2-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-2-night-7n-eastern-caribbean-cruise","2-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",2,484,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-3-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-3-night-7n-eastern-caribbean-cruise","3-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",3,701,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-4-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-4-night-7n-eastern-caribbean-cruise","4-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",4,918,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-5-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-5-night-7n-eastern-caribbean-cruise","5-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",5,1133,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-7-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-7-night-7n-eastern-caribbean-cruise","7-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",7,1568,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-10-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-10-night-7n-eastern-caribbean-cruise","10-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",10,2218,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-12-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-12-night-7n-eastern-caribbean-cruise","12-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",12,2653,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-14-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-14-night-7n-eastern-caribbean-cruise","14-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",14,3087,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-21-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-21-night-7n-eastern-caribbean-cruise","21-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",21,4605,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-30-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-30-night-7n-eastern-caribbean-cruise","30-Night Eastern Caribbean Escape","Royal Caribbean International","Odyssey of the Seas","Caribbean","Port Everglades","Port Everglades",30,6557,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-2-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-2-night-7n-classic-mediterranean-cruise","2-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",2,484,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-3-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-3-night-7n-classic-mediterranean-cruise","3-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",3,701,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-4-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-4-night-7n-classic-mediterranean-cruise","4-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",4,918,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-5-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-5-night-7n-classic-mediterranean-cruise","5-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",5,1133,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-7-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-7-night-7n-classic-mediterranean-cruise","7-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",7,1568,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-10-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-10-night-7n-classic-mediterranean-cruise","10-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",10,2218,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-12-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-12-night-7n-classic-mediterranean-cruise","12-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",12,2653,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-14-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-14-night-7n-classic-mediterranean-cruise","14-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",14,3087,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-21-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-21-night-7n-classic-mediterranean-cruise","21-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",21,4605,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-30-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-odyssey-of-the-seas-30-night-7n-classic-mediterranean-cruise","30-Night Classic Mediterranean Wonders","Royal Caribbean International","Odyssey of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",30,6557,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-2-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-2-night-10n-greek-islands-cruise","2-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",2,484,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-3-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-3-night-10n-greek-islands-cruise","3-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",3,701,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-4-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-4-night-10n-greek-islands-cruise","4-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",4,918,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-5-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-5-night-10n-greek-islands-cruise","5-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",5,1133,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-7-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-7-night-10n-greek-islands-cruise","7-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",7,1568,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-10-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-10-night-10n-greek-islands-cruise","10-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",10,2218,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-12-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-12-night-10n-greek-islands-cruise","12-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",12,2653,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-14-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-14-night-10n-greek-islands-cruise","14-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",14,3087,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-21-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-21-night-10n-greek-islands-cruise","21-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",21,4605,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-30-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-odyssey-of-the-seas-30-night-10n-greek-islands-cruise","30-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Odyssey of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",30,6557,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-7-NIGHT-7N-ALASKA-INSIDE-PASSAGE-CRUISE","royal-caribbean-odyssey-of-the-seas-7-night-7n-alaska-inside-passage-cruise","7-Night Alaska Inside Passage Voyage","Royal Caribbean International","Odyssey of the Seas","Alaska","Bell Street Pier & Smith Cove Terminals","Bell Street Pier & Smith Cove Terminals",7,1568,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-10-NIGHT-7N-ALASKA-INSIDE-PASSAGE-CRUISE","royal-caribbean-odyssey-of-the-seas-10-night-7n-alaska-inside-passage-cruise","10-Night Alaska Inside Passage Voyage","Royal Caribbean International","Odyssey of the Seas","Alaska","Bell Street Pier & Smith Cove Terminals","Bell Street Pier & Smith Cove Terminals",10,2218,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-12-NIGHT-7N-ALASKA-INSIDE-PASSAGE-CRUISE","royal-caribbean-odyssey-of-the-seas-12-night-7n-alaska-inside-passage-cruise","12-Night Alaska Inside Passage Voyage","Royal Caribbean International","Odyssey of the Seas","Alaska","Bell Street Pier & Smith Cove Terminals","Bell Street Pier & Smith Cove Terminals",12,2653,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-14-NIGHT-7N-ALASKA-INSIDE-PASSAGE-CRUISE","royal-caribbean-odyssey-of-the-seas-14-night-7n-alaska-inside-passage-cruise","14-Night Alaska Inside Passage Voyage","Royal Caribbean International","Odyssey of the Seas","Alaska","Bell Street Pier & Smith Cove Terminals","Bell Street Pier & Smith Cove Terminals",14,3087,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-21-NIGHT-7N-ALASKA-INSIDE-PASSAGE-CRUISE","royal-caribbean-odyssey-of-the-seas-21-night-7n-alaska-inside-passage-cruise","21-Night Alaska Inside Passage Voyage","Royal Caribbean International","Odyssey of the Seas","Alaska","Bell Street Pier & Smith Cove Terminals","Bell Street Pier & Smith Cove Terminals",21,4605,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-ODYSSEY-OF-THE-SEAS-30-NIGHT-7N-ALASKA-INSIDE-PASSAGE-CRUISE","royal-caribbean-odyssey-of-the-seas-30-night-7n-alaska-inside-passage-cruise","30-Night Alaska Inside Passage Voyage","Royal Caribbean International","Odyssey of the Seas","Alaska","Bell Street Pier & Smith Cove Terminals","Bell Street Pier & Smith Cove Terminals",30,6557,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-2-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-2-night-7n-western-caribbean-cruise","2-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",2,484,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-3-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-3-night-7n-western-caribbean-cruise","3-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",3,701,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-4-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-4-night-7n-western-caribbean-cruise","4-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",4,918,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-5-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-5-night-7n-western-caribbean-cruise","5-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",5,1133,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-7-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-7-night-7n-western-caribbean-cruise","7-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",7,1568,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-10-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-10-night-7n-western-caribbean-cruise","10-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",10,2218,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-12-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-12-night-7n-western-caribbean-cruise","12-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",12,2653,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-14-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-14-night-7n-western-caribbean-cruise","14-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",14,3087,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-21-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-21-night-7n-western-caribbean-cruise","21-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",21,4605,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-30-NIGHT-7N-WESTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-30-night-7n-western-caribbean-cruise","30-Night Western Caribbean Fun & Sun","Royal Caribbean International","Mariner of the Seas","Caribbean","PortMiami","PortMiami",30,6557,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-2-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-2-night-7n-eastern-caribbean-cruise","2-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",2,484,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-3-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-3-night-7n-eastern-caribbean-cruise","3-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",3,701,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-4-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-4-night-7n-eastern-caribbean-cruise","4-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",4,918,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-5-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-5-night-7n-eastern-caribbean-cruise","5-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",5,1133,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-7-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-7-night-7n-eastern-caribbean-cruise","7-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",7,1568,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-10-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-10-night-7n-eastern-caribbean-cruise","10-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",10,2218,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-12-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-12-night-7n-eastern-caribbean-cruise","12-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",12,2653,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-14-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-14-night-7n-eastern-caribbean-cruise","14-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",14,3087,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-21-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-21-night-7n-eastern-caribbean-cruise","21-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",21,4605,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-30-NIGHT-7N-EASTERN-CARIBBEAN-CRUISE","royal-caribbean-mariner-of-the-seas-30-night-7n-eastern-caribbean-cruise","30-Night Eastern Caribbean Escape","Royal Caribbean International","Mariner of the Seas","Caribbean","Port Everglades","Port Everglades",30,6557,4.4,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-2-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-2-night-7n-classic-mediterranean-cruise","2-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",2,484,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-3-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-3-night-7n-classic-mediterranean-cruise","3-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",3,701,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-4-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-4-night-7n-classic-mediterranean-cruise","4-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",4,918,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-5-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-5-night-7n-classic-mediterranean-cruise","5-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",5,1133,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-7-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-7-night-7n-classic-mediterranean-cruise","7-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",7,1568,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-10-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-10-night-7n-classic-mediterranean-cruise","10-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",10,2218,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-12-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-12-night-7n-classic-mediterranean-cruise","12-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",12,2653,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-14-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-14-night-7n-classic-mediterranean-cruise","14-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",14,3087,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-21-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-21-night-7n-classic-mediterranean-cruise","21-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",21,4605,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-30-NIGHT-7N-CLASSIC-MEDITERRANEAN-CRUISE","royal-caribbean-mariner-of-the-seas-30-night-7n-classic-mediterranean-cruise","30-Night Classic Mediterranean Wonders","Royal Caribbean International","Mariner of the Seas","Mediterranean","Port de Barcelona","Port de Barcelona",30,6557,4.3,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-2-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-mariner-of-the-seas-2-night-10n-greek-islands-cruise","2-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Mariner of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",2,484,4.5,30
"PKG-CRUISE-ROYAL-CARIBBEAN-MARINER-OF-THE-SEAS-3-NIGHT-10N-GREEK-ISLANDS-CRUISE","royal-caribbean-mariner-of-the-seas-3-night-10n-greek-islands-cruise","3-Night Aegean & Greek Islands Explorer","Royal Caribbean International","Mariner of the Seas","Greek Islands","Port of Piraeus (Athens)","Port of Piraeus (Athens)",3,701,4.5,30
